age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,y,age_normalized
47,1,1,6,0,0,0,1,6,3,1334,1,999,0,1,1,0.7580736900848902
22,0,0,6,0,0,0,0,0,0,149,1,999,0,1,1,-1.8321369830958183
45,7,1,2,0,0,0,0,1,1,744,1,999,0,1,1,0.5508568362304336
46,0,0,6,0,0,0,0,3,0,852,9,999,0,1,1,0.654465263157662
29,0,0,2,0,1,0,0,6,2,983,4,999,0,1,1,-1.10687799460522
42,0,1,6,0,1,0,0,1,3,576,1,4,1,2,1,0.2400315554487485
35,0,1,6,0,1,0,0,6,0,763,1,999,0,1,1,-0.4852274330418498
38,10,1,1,0,0,0,1,4,1,947,4,999,0,1,1,-0.1744021522601648
29,0,0,3,0,1,1,0,4,1,89,2,999,0,1,1,-1.10687799460522
32,0,1,6,0,0,0,0,3,4,543,3,999,0,1,1,-0.7960527138235349
45,4,1,6,0,1,0,0,3,2,138,2,6,2,2,1,0.5508568362304336
33,0,1,6,0,0,0,1,6,4,664,2,999,0,1,1,-0.6924442868963065
36,0,0,6,0,0,1,0,6,4,1119,2,999,0,1,1,-0.3816190061146215
64,3,1,0,0,0,0,0,2,2,232,1,999,0,1,1,2.519416947847772
39,9,1,5,0,1,1,0,6,1,525,1,999,0,1,1,-0.0707937253329365
43,9,1,3,0,0,0,0,6,0,223,1,3,1,2,1,0.3436399823759768
27,8,0,3,0,0,0,0,5,0,219,1,999,0,1,1,-1.3140948484596766
34,0,1,3,0,0,0,1,4,4,638,1,999,0,1,1,-0.5888358599690782
45,2,1,6,0,1,0,1,6,3,1721,2,999,0,1,1,0.5508568362304336
65,5,0,6,0,0,0,0,7,2,253,1,999,2,0,1,2.6230253747750005
60,1,1,2,0,1,0,0,6,1,193,1,999,1,0,1,2.104983240138859
61,0,1,6,0,0,0,0,6,2,173,3,9,2,2,1,2.208591667066087
52,1,0,2,0,0,0,0,4,0,174,2,3,1,2,1,1.276115824721032
32,7,0,6,0,1,0,0,3,3,881,1,999,0,1,1,-0.7960527138235349
31,0,0,3,0,0,0,0,6,1,392,1,999,0,1,1,-0.8996611407507632
26,0,0,3,0,0,0,0,0,4,171,1,999,0,1,1,-1.417703275386905
54,2,1,5,0,0,0,0,7,3,1855,1,999,0,1,1,1.4833326785754886
47,5,2,6,0,0,0,0,9,3,333,1,3,2,2,1,0.7580736900848902
36,0,2,6,0,0,1,0,1,4,623,2,6,2,2,1,-0.3816190061146215
36,4,1,1,0,1,1,0,1,2,354,3,999,0,1,1,-0.3816190061146215
35,0,1,6,0,1,0,0,7,4,631,2,999,0,1,1,-0.4852274330418498
31,1,1,1,0,0,1,1,6,4,795,1,999,0,1,1,-0.8996611407507632
31,10,1,6,0,1,0,0,1,4,763,9,999,0,1,1,-0.8996611407507632
34,1,1,3,0,0,0,0,6,4,590,1,999,0,1,1,-0.5888358599690782
30,0,0,6,0,0,0,0,4,0,275,1,999,0,1,1,-1.0032695676779917
44,0,0,2,0,1,1,0,3,1,919,2,999,0,1,1,0.4472484093032052
32,0,0,3,0,1,0,0,4,3,350,1,999,0,1,1,-0.7960527138235349
25,9,1,5,0,1,0,0,4,3,551,4,999,1,0,1,-1.5213117023141334
30,0,2,6,0,1,0,0,6,0,1598,4,999,1,0,1,-1.0032695676779917
44,7,1,3,0,1,0,1,6,2,1263,2,999,0,1,1,0.4472484093032052
33,0,0,6,0,0,0,0,4,3,541,3,999,0,1,1,-0.6924442868963065
50,0,1,6,0,0,0,0,1,3,587,2,999,1,0,1,1.0688989708665753
59,0,1,3,0,1,0,0,1,4,277,1,999,0,1,1,2.0013748132116302
40,0,1,6,0,1,0,0,4,3,192,1,999,0,1,1,0.0328147015942918
37,0,0,6,0,0,0,0,8,0,416,2,999,0,1,1,-0.2780105791873932
37,1,1,3,0,0,0,0,0,1,943,3,999,0,1,1,-0.2780105791873932
52,9,1,2,0,0,0,0,5,4,272,3,999,0,1,1,1.276115824721032
45,0,1,6,0,0,0,0,3,2,252,1,999,0,1,1,0.5508568362304336
34,0,0,6,0,1,1,0,5,3,301,1,3,2,2,1,-0.5888358599690782
18,8,0,0,0,1,0,1,7,3,394,1,13,2,2,1,-2.246570690804732
28,0,0,6,0,0,0,1,0,0,394,2,999,0,1,1,-1.2104864215324482
56,4,1,6,0,1,0,0,7,3,289,1,999,0,1,1,1.690549532429945
27,0,0,6,0,0,0,0,5,1,291,1,999,3,0,1,-1.3140948484596766
35,0,0,3,0,1,1,0,3,4,652,1,999,0,1,1,-0.4852274330418498
37,4,1,6,0,1,0,0,8,2,150,3,5,5,2,1,-0.2780105791873932
31,9,2,5,0,1,0,0,3,4,662,1,999,0,1,1,-0.8996611407507632
39,1,1,2,0,1,0,0,3,0,635,3,999,0,1,1,-0.0707937253329365
28,0,0,6,0,1,0,0,9,0,91,1,1,3,2,1,-1.2104864215324482
32,1,1,0,0,0,0,1,9,4,606,3,3,4,2,1,-0.7960527138235349
47,6,1,2,0,1,0,0,3,4,1359,6,999,0,1,1,0.7580736900848902
51,10,1,5,0,1,1,0,3,2,901,1,999,0,1,1,1.1725073977938036
26,1,0,2,0,0,0,0,0,1,586,1,999,0,1,1,-1.417703275386905
43,9,1,3,0,1,0,0,9,3,260,1,3,1,2,1,0.3436399823759768
34,1,1,1,0,1,0,1,6,1,1622,2,999,0,1,1,-0.5888358599690782
54,0,1,6,0,1,0,0,1,0,91,2,3,1,2,1,1.4833326785754886
25,0,0,3,0,1,0,0,0,4,416,1,999,0,1,1,-1.5213117023141334
41,0,2,6,0,1,0,0,5,0,376,2,999,0,1,1,0.1364231285215202
27,0,1,6,0,1,0,0,6,0,670,4,999,1,0,1,-1.3140948484596766
28,6,1,2,0,1,0,0,6,0,1111,5,999,0,1,1,-1.2104864215324482
34,0,0,6,0,0,1,0,5,3,236,1,999,0,1,1,-0.5888358599690782
37,7,1,3,0,1,1,1,6,4,521,3,999,0,1,1,-0.2780105791873932
31,9,1,5,0,1,0,1,4,3,208,1,999,0,1,1,-0.8996611407507632
47,5,2,0,0,1,0,0,7,3,134,2,3,1,2,1,0.7580736900848902
48,9,1,5,0,1,1,0,8,1,450,1,8,1,2,1,0.8616821170121186
30,9,0,5,0,0,0,0,6,4,229,3,999,0,1,1,-1.0032695676779917
31,1,1,1,0,0,1,1,6,4,795,1,999,0,1,1,-0.8996611407507632
41,0,1,6,0,0,0,1,7,3,234,2,3,1,2,1,0.1364231285215202
28,8,0,6,0,0,0,0,1,2,700,4,999,1,0,1,-1.2104864215324482
37,0,1,6,0,0,1,0,2,1,206,2,6,1,2,1,-0.2780105791873932
44,1,1,0,0,1,0,1,6,4,786,1,999,0,1,1,0.4472484093032052
29,0,0,3,0,1,0,0,6,2,566,2,999,0,1,1,-1.10687799460522
44,2,1,1,0,0,0,0,3,1,973,3,999,0,1,1,0.4472484093032052
40,0,1,6,0,0,0,0,6,1,365,4,999,0,1,1,0.0328147015942918
53,4,1,6,0,1,0,0,1,3,1133,3,999,0,1,1,1.3797242516482604
48,0,1,6,0,1,1,0,1,4,288,1,0,3,2,1,0.8616821170121186
41,9,1,6,0,1,1,0,6,1,963,1,3,2,2,1,0.1364231285215202
24,8,0,3,0,0,0,0,1,0,276,1,999,0,1,1,-1.6249201292413618
52,0,1,5,0,1,1,0,3,3,287,2,6,1,2,1,1.276115824721032
51,1,1,0,0,0,1,0,4,1,325,1,3,1,2,1,1.1725073977938036
37,10,1,5,0,1,0,1,6,0,3631,2,999,0,1,1,-0.2780105791873932
38,9,2,5,0,1,0,1,6,2,1093,1,999,0,1,1,-0.1744021522601648
51,9,0,6,0,0,0,0,4,0,657,1,999,0,1,1,1.1725073977938036
69,5,1,3,0,1,1,0,9,4,840,1,6,2,2,1,3.0374590824839136
29,8,0,5,0,0,0,0,7,2,227,3,3,2,2,1,-1.10687799460522
51,4,1,3,0,1,1,0,1,0,228,4,999,0,1,1,1.1725073977938036
45,10,1,5,0,0,0,0,9,2,679,1,999,0,1,1,0.5508568362304336
40,1,1,5,0,0,0,1,4,1,883,1,999,1,0,1,0.0328147015942918
30,0,0,6,0,1,0,0,3,2,248,1,999,0,1,1,-1.0032695676779917
47,5,2,0,0,1,0,0,5,1,187,3,999,0,1,1,0.7580736900848902
47,5,2,0,0,0,0,0,9,2,268,1,9,3,2,1,0.7580736900848902
33,7,1,5,0,0,0,0,3,4,782,7,999,0,1,1,-0.6924442868963065
37,2,2,3,0,1,0,0,3,2,812,2,999,0,1,1,-0.2780105791873932
33,1,1,1,0,0,0,1,6,4,1183,1,999,0,1,1,-0.6924442868963065
31,9,0,6,0,1,0,0,0,2,701,1,5,1,2,1,-0.8996611407507632
31,6,1,5,0,1,0,0,5,2,171,4,999,3,0,1,-0.8996611407507632
41,9,1,5,0,1,0,0,7,1,545,2,999,0,1,1,0.1364231285215202
55,9,1,5,0,1,0,1,4,1,555,5,999,0,1,1,1.586941105502717
48,2,1,6,0,0,0,0,0,2,619,1,999,0,1,1,0.8616821170121186
34,1,0,6,0,1,0,0,5,0,360,1,999,1,0,1,-0.5888358599690782
26,9,0,5,0,1,0,0,4,3,163,2,3,1,2,1,-1.417703275386905
37,0,2,6,0,0,1,0,7,0,132,1,999,0,1,1,-0.2780105791873932
28,8,0,6,0,1,0,0,6,0,226,3,3,2,2,1,-1.2104864215324482
47,9,1,6,0,0,0,0,1,4,1642,2,999,0,1,1,0.7580736900848902
25,8,0,6,0,1,1,0,4,2,393,2,999,0,1,1,-1.5213117023141334
69,5,1,6,0,1,0,0,0,2,616,1,999,0,1,1,3.0374590824839136
45,9,0,6,0,0,0,0,6,3,146,2,999,1,0,1,0.5508568362304336
43,1,0,2,0,1,0,0,3,2,982,1,999,0,1,1,0.3436399823759768
43,1,1,3,0,0,0,0,0,0,997,1,999,1,0,1,0.3436399823759768
32,0,0,3,0,1,0,0,4,3,350,1,999,0,1,1,-0.7960527138235349
50,0,0,2,0,1,0,0,4,4,699,1,999,1,0,1,1.0688989708665753
38,9,1,6,0,0,0,0,5,3,261,1,999,0,1,1,-0.1744021522601648
58,5,1,3,0,0,0,0,1,3,130,2,999,0,1,1,1.897766386284402
18,8,0,6,0,1,0,1,6,3,421,1,3,1,2,1,-2.246570690804732
36,2,1,6,0,0,0,0,3,4,638,2,999,0,1,1,-0.3816190061146215
55,9,1,3,0,1,0,0,2,2,284,1,999,1,0,1,1.586941105502717
47,5,2,0,0,1,0,0,9,2,143,2,999,1,0,1,0.7580736900848902
39,9,0,5,0,0,0,0,3,1,617,2,999,0,1,1,-0.0707937253329365
23,8,0,1,0,0,0,0,4,0,276,1,14,1,2,1,-1.72852855616859
50,0,1,3,0,1,0,0,8,2,326,1,999,0,1,1,1.0688989708665753
21,8,0,3,0,1,0,0,1,3,263,3,9,2,2,1,-1.935745410023047
47,5,2,3,0,0,0,1,0,3,162,1,6,2,2,1,0.7580736900848902
47,3,1,6,0,1,0,0,1,1,232,2,999,0,1,1,0.7580736900848902
37,0,1,6,0,1,0,0,7,0,281,1,999,0,1,1,-0.2780105791873932
38,7,0,1,0,1,0,0,6,3,546,2,999,0,1,1,-0.1744021522601648
53,9,2,3,0,0,0,0,7,2,531,1,999,0,1,1,1.3797242516482604
32,9,0,3,0,0,0,0,4,3,430,1,999,1,0,1,-0.7960527138235349
41,1,1,2,0,1,0,1,4,2,512,1,999,0,1,1,0.1364231285215202
51,9,0,6,0,0,0,0,4,0,657,1,999,0,1,1,1.1725073977938036
25,10,0,3,0,0,0,1,6,4,694,2,999,0,1,1,-1.5213117023141334
52,0,1,6,0,0,1,1,0,2,395,3,999,0,1,1,1.276115824721032
27,8,0,6,0,1,0,1,0,2,390,1,4,1,2,1,-1.3140948484596766
35,0,1,6,0,0,0,0,4,2,121,4,999,0,1,1,-0.4852274330418498
25,7,0,3,0,1,0,0,4,2,217,1,999,0,1,1,-1.5213117023141334
18,8,0,2,0,1,0,0,1,3,642,1,999,0,1,1,-2.246570690804732
47,5,1,0,0,0,1,0,1,0,714,1,999,0,1,1,0.7580736900848902
32,7,1,3,0,1,0,0,6,1,536,2,999,0,1,1,-0.7960527138235349
56,4,2,6,0,1,0,0,7,2,893,7,999,0,1,1,1.690549532429945
30,0,0,6,0,1,0,0,3,2,873,8,999,0,1,1,-1.0032695676779917
66,5,1,2,0,1,0,0,1,4,810,3,999,2,0,1,2.7266338017022287
44,9,1,5,0,1,0,0,9,3,173,1,4,1,2,1,0.4472484093032052
63,0,1,6,0,1,0,0,3,0,396,2,999,0,1,1,2.415808520920544
31,6,1,6,0,1,0,0,4,0,207,1,999,0,1,1,-0.8996611407507632
42,9,1,5,0,0,0,0,6,1,377,1,999,0,1,1,0.2400315554487485
38,1,2,2,0,1,0,0,3,0,1120,2,999,0,1,1,-0.1744021522601648
33,0,1,6,0,1,0,0,1,2,265,1,3,3,2,1,-0.6924442868963065
28,7,2,3,0,0,1,0,3,0,278,2,999,0,1,1,-1.2104864215324482
47,7,1,3,0,1,0,0,0,4,636,2,999,0,1,1,0.7580736900848902
37,9,1,5,0,0,0,0,0,2,277,1,18,1,2,1,-0.2780105791873932
54,4,1,6,0,0,0,0,6,1,397,1,999,1,0,1,1.4833326785754886
49,9,1,2,0,0,0,1,6,1,1467,1,999,0,1,1,0.965290543939347
34,7,1,3,0,0,0,1,6,2,791,2,999,0,1,1,-0.5888358599690782
60,0,1,6,0,0,0,0,3,0,316,1,6,2,2,1,2.104983240138859
36,9,0,5,0,0,0,0,4,0,146,2,999,0,1,1,-0.3816190061146215
40,0,1,3,0,0,0,0,1,2,477,2,999,0,1,1,0.0328147015942918
33,0,1,6,0,0,0,0,8,0,130,1,6,1,2,1,-0.6924442868963065
29,0,1,3,0,0,0,0,4,1,155,1,999,1,0,1,-1.10687799460522
59,9,1,2,0,0,0,0,8,0,445,1,999,0,1,1,2.0013748132116302
35,9,1,3,0,0,0,1,1,0,243,1,999,0,1,1,-0.4852274330418498
58,5,1,0,0,0,0,0,1,3,556,6,999,0,1,1,1.897766386284402
34,10,1,3,0,1,0,0,7,2,562,2,999,0,1,1,-0.5888358599690782
32,7,1,6,0,0,0,1,3,1,691,10,999,0,1,1,-0.7960527138235349
63,5,1,6,0,1,0,1,0,4,236,1,999,0,1,1,2.415808520920544
66,5,1,5,0,0,0,0,5,3,177,1,999,1,0,1,2.7266338017022287
39,0,1,3,0,0,0,0,6,1,1063,5,999,0,1,1,-0.0707937253329365
33,7,0,6,0,0,0,1,4,1,747,2,999,0,1,1,-0.6924442868963065
29,0,0,5,0,0,0,0,0,2,427,3,999,0,1,1,-1.10687799460522
30,1,0,3,0,1,0,0,7,1,235,5,999,0,1,1,-1.0032695676779917
28,0,0,6,0,0,1,1,0,2,917,1,999,0,1,1,-1.2104864215324482
36,0,2,6,0,0,1,0,1,4,623,2,6,2,2,1,-0.3816190061146215
48,1,1,2,0,1,0,0,0,4,1032,3,999,2,0,1,0.8616821170121186
53,3,1,0,0,0,1,1,7,4,513,1,3,1,2,1,1.3797242516482604
66,5,1,5,0,0,1,0,5,3,525,1,21,2,0,1,2.7266338017022287
44,4,1,6,0,0,0,1,0,3,473,2,999,1,0,1,0.4472484093032052
47,5,1,6,0,1,0,0,7,0,381,1,999,0,1,1,0.7580736900848902
24,7,0,3,0,0,0,1,6,1,757,2,999,0,1,1,-1.6249201292413618
43,6,1,6,0,1,0,0,5,1,264,2,9,1,2,1,0.3436399823759768
34,0,0,3,0,0,0,0,4,0,548,2,999,0,1,1,-0.5888358599690782
30,4,1,6,0,1,0,0,8,3,1226,2,999,0,1,1,-1.0032695676779917
32,1,2,2,0,1,0,1,7,2,1025,2,999,0,1,1,-0.7960527138235349
50,0,1,6,0,0,0,0,1,3,587,2,999,1,0,1,1.0688989708665753
30,0,1,6,0,0,0,1,6,0,864,1,999,0,1,1,-1.0032695676779917
36,10,0,6,0,1,0,0,6,1,251,4,999,0,1,1,-0.3816190061146215
51,4,1,3,0,1,1,0,1,0,228,4,999,0,1,1,1.1725073977938036
29,10,1,0,0,0,0,1,2,2,805,1,999,0,1,1,-1.10687799460522
32,9,0,6,0,0,0,0,4,1,1048,1,999,0,1,1,-0.7960527138235349
56,3,2,0,0,1,0,0,7,4,414,1,999,1,0,1,1.690549532429945
20,8,0,3,0,0,1,0,1,4,254,1,999,0,1,1,-2.039353836950275
36,6,1,2,0,0,0,0,1,2,1184,2,999,0,1,1,-0.3816190061146215
20,8,0,3,0,1,0,0,1,3,532,1,999,1,0,1,-2.039353836950275
36,9,0,5,0,1,0,0,0,2,218,1,2,2,2,1,-0.3816190061146215
52,0,1,2,0,0,0,0,3,4,1171,2,999,0,1,1,1.276115824721032
31,1,1,2,0,1,0,0,3,4,1121,1,999,0,1,1,-0.8996611407507632
32,6,0,6,0,1,0,0,2,1,205,4,999,1,0,1,-0.7960527138235349
34,0,0,3,0,1,1,0,0,3,2299,2,999,0,1,1,-0.5888358599690782
31,6,1,5,0,1,0,0,5,2,171,4,999,3,0,1,-0.8996611407507632
47,5,1,5,0,1,0,0,1,2,204,3,999,1,0,1,0.7580736900848902
47,5,1,0,0,1,0,0,0,3,274,1,999,0,1,1,0.7580736900848902
56,5,1,0,0,0,0,0,2,2,582,4,999,0,1,1,1.690549532429945
69,5,1,3,0,0,0,0,7,1,178,1,999,0,1,1,3.0374590824839136
38,9,0,6,0,0,0,1,6,3,1015,1,999,0,1,1,-0.1744021522601648
25,8,0,6,0,0,1,0,4,2,136,1,999,0,1,1,-1.5213117023141334
34,9,0,6,0,1,1,0,5,2,221,3,3,2,2,1,-0.5888358599690782
27,1,0,2,0,0,0,0,3,2,656,3,999,0,1,1,-1.3140948484596766
31,7,0,6,0,1,0,0,1,3,1307,3,999,0,1,1,-0.8996611407507632
35,1,0,5,0,1,0,0,4,1,264,1,999,0,1,1,-0.4852274330418498
41,1,1,2,0,0,0,0,0,0,367,3,999,1,0,1,0.1364231285215202
42,10,1,6,0,0,0,0,1,2,175,4,999,0,1,1,0.2400315554487485
35,1,1,2,0,1,0,0,3,0,1373,4,999,0,1,1,-0.4852274330418498
38,7,1,3,0,1,0,0,6,0,324,1,999,1,0,1,-0.1744021522601648
32,9,1,5,0,0,0,0,8,4,486,1,999,0,1,1,-0.7960527138235349
24,8,0,3,0,1,0,0,8,2,423,3,999,0,1,1,-1.6249201292413618
25,0,0,6,0,0,0,1,4,3,221,7,999,0,1,1,-1.5213117023141334
29,7,0,6,0,1,0,0,0,2,226,2,999,0,1,1,-1.10687799460522
45,0,0,6,0,1,0,0,4,2,207,1,999,0,1,1,0.5508568362304336
22,8,0,2,0,0,0,0,8,0,221,2,6,1,2,1,-1.8321369830958183
29,4,1,6,0,0,0,1,4,4,973,1,999,0,1,1,-1.10687799460522
34,0,1,6,0,0,0,0,1,3,1227,2,999,0,1,1,-0.5888358599690782
41,1,1,2,0,1,0,1,4,2,512,1,999,0,1,1,0.1364231285215202
47,0,1,0,0,1,1,0,6,0,466,4,3,2,2,1,0.7580736900848902
30,0,0,6,0,1,0,0,4,4,617,2,999,0,1,1,-1.0032695676779917
33,1,1,5,0,1,0,0,1,3,253,4,999,0,1,1,-0.6924442868963065
58,4,1,6,0,0,0,0,1,3,412,1,999,0,1,1,1.897766386284402
56,5,1,3,0,1,1,0,3,0,308,2,999,0,1,1,1.690549532429945
27,0,0,6,0,1,0,0,4,4,665,4,3,2,2,1,-1.3140948484596766
48,9,1,3,0,0,1,0,8,2,288,3,999,0,1,1,0.8616821170121186
47,0,1,6,0,0,0,0,1,4,470,1,4,2,2,1,0.7580736900848902
43,1,1,5,0,1,1,0,4,2,1720,1,999,0,1,1,0.3436399823759768
50,4,1,6,0,1,0,0,1,1,699,4,999,0,1,1,1.0688989708665753
31,0,1,6,0,0,0,0,1,0,880,3,999,0,1,1,-0.8996611407507632
38,9,1,6,0,1,0,0,1,4,238,4,999,0,1,1,-0.1744021522601648
18,8,0,6,0,1,0,0,9,0,563,1,999,0,1,1,-2.246570690804732
39,9,1,5,0,1,1,0,1,4,657,6,999,0,1,1,-0.0707937253329365
29,4,0,6,0,0,0,0,7,4,802,1,999,0,1,1,-1.10687799460522
27,0,0,6,0,1,1,0,4,1,331,1,999,0,1,1,-1.3140948484596766
33,7,1,3,0,1,0,0,0,2,900,2,999,2,0,1,-0.6924442868963065
67,5,1,1,0,0,0,0,1,3,460,2,999,0,1,1,2.8302422286294573
23,0,0,6,0,1,0,0,5,2,308,2,999,1,0,1,-1.72852855616859
25,7,0,6,0,1,0,0,4,3,154,2,3,3,2,1,-1.5213117023141334
28,2,1,2,0,1,0,1,6,2,733,1,999,0,1,1,-1.2104864215324482
39,7,1,3,0,1,0,1,6,0,430,6,999,0,1,1,-0.0707937253329365
42,0,2,6,0,0,0,0,9,4,678,1,16,1,2,1,0.2400315554487485
59,0,2,0,0,1,1,0,3,1,745,6,999,0,1,1,2.0013748132116302
48,0,1,6,0,0,0,1,0,2,185,1,6,2,2,1,0.8616821170121186
35,0,1,6,0,0,0,0,4,2,121,4,999,0,1,1,-0.4852274330418498
47,0,1,6,0,1,0,0,1,4,1129,10,999,0,1,1,0.7580736900848902
61,5,1,0,0,0,0,1,8,0,194,1,999,0,1,1,2.208591667066087
27,10,0,6,0,1,1,0,3,2,538,2,999,0,1,1,-1.3140948484596766
24,7,0,3,0,1,0,0,0,3,850,2,999,0,1,1,-1.6249201292413618
38,0,1,3,0,0,0,0,1,4,289,2,999,0,1,1,-0.1744021522601648
49,0,0,3,0,1,0,1,8,0,434,1,999,1,0,1,0.965290543939347
28,1,0,2,0,1,0,0,0,2,315,1,2,1,2,1,-1.2104864215324482
50,1,1,0,0,0,1,0,3,3,849,1,999,0,1,1,1.0688989708665753
47,5,2,0,0,0,0,0,0,1,529,1,6,2,2,1,0.7580736900848902
47,5,2,0,0,1,0,0,1,4,536,1,13,1,2,1,0.7580736900848902
47,0,0,3,0,1,0,0,6,1,911,3,999,0,1,1,0.7580736900848902
30,6,0,6,0,1,0,1,4,3,2621,3,999,0,1,1,-1.0032695676779917
66,5,1,5,0,0,0,0,5,3,177,1,999,1,0,1,2.7266338017022287
33,0,0,6,0,1,0,0,8,2,759,1,3,3,2,1,-0.6924442868963065
26,9,0,5,0,0,0,0,3,2,588,3,999,2,0,1,-1.417703275386905
31,8,0,6,0,1,1,0,3,0,350,2,999,0,1,1,-0.8996611407507632
42,9,1,6,0,0,0,0,1,0,211,3,6,2,2,1,0.2400315554487485
37,9,1,6,0,1,0,0,6,1,288,1,3,1,2,1,-0.2780105791873932
35,0,0,6,0,0,0,0,7,3,898,1,999,0,1,1,-0.4852274330418498
30,8,0,3,0,0,0,1,6,0,300,3,999,0,1,1,-1.0032695676779917
23,8,0,3,0,1,0,0,3,3,682,2,13,1,2,1,-1.72852855616859
29,3,0,6,0,0,1,1,7,1,201,1,999,0,1,1,-1.10687799460522
50,1,1,2,0,1,0,0,0,1,567,1,999,0,1,1,1.0688989708665753
39,7,1,3,0,1,0,1,4,0,554,1,999,0,1,1,-0.0707937253329365
46,1,1,0,0,1,0,0,1,3,978,1,999,0,1,1,0.654465263157662
44,0,2,3,0,1,0,1,8,3,294,1,999,0,1,1,0.4472484093032052
47,4,1,2,0,1,0,0,4,3,181,3,999,1,0,1,0.7580736900848902
44,1,1,6,0,1,0,0,0,2,397,2,999,0,1,1,0.4472484093032052
33,9,1,5,0,0,0,0,9,4,569,1,999,0,1,1,-0.6924442868963065
36,9,1,6,0,1,0,0,9,2,1334,2,999,0,1,1,-0.3816190061146215
27,0,0,6,0,0,0,0,0,3,317,1,12,1,2,1,-1.3140948484596766
56,3,2,0,0,1,0,0,7,4,414,1,999,1,0,1,1.690549532429945
31,0,1,3,0,0,1,0,1,1,155,2,4,1,2,1,-0.8996611407507632
34,0,2,6,0,0,0,0,1,3,267,2,999,0,1,1,-0.5888358599690782
30,0,1,6,0,0,0,0,4,3,250,2,999,0,1,1,-1.0032695676779917
47,5,2,0,0,1,0,1,0,4,623,2,999,0,1,1,0.7580736900848902
35,1,2,3,0,0,0,0,1,2,151,1,3,1,2,1,-0.4852274330418498
59,0,2,3,0,0,0,0,7,2,357,3,3,2,2,1,2.0013748132116302
32,9,0,6,0,1,0,0,1,3,645,4,999,0,1,1,-0.7960527138235349
36,1,0,1,0,1,0,0,7,3,330,1,999,0,1,1,-0.3816190061146215
34,0,2,6,0,0,0,0,1,3,267,2,999,0,1,1,-0.5888358599690782
29,8,0,3,0,0,1,1,6,1,630,1,999,0,1,1,-1.10687799460522
47,5,1,3,0,0,0,0,2,2,155,1,4,3,2,1,0.7580736900848902
25,1,0,5,0,1,0,0,4,3,179,2,3,1,2,1,-1.5213117023141334
30,0,0,6,0,0,1,0,1,1,545,1,999,0,1,1,-1.0032695676779917
38,7,1,3,0,1,0,1,6,1,552,3,999,0,1,1,-0.1744021522601648
47,5,1,5,0,0,0,1,2,4,343,2,999,0,1,1,0.7580736900848902
31,3,1,1,0,1,1,1,1,2,698,1,999,0,1,1,-0.8996611407507632
30,8,0,3,0,0,0,1,6,0,300,3,999,0,1,1,-1.0032695676779917
35,2,1,3,0,1,0,0,7,2,566,2,999,0,1,1,-0.4852274330418498
47,5,1,6,0,1,0,0,7,0,381,1,999,0,1,1,0.7580736900848902
40,1,1,0,0,0,0,0,3,2,724,1,999,0,1,1,0.0328147015942918
62,5,1,6,0,0,0,0,8,0,717,2,999,0,1,1,2.312200093993316
47,5,2,0,0,1,0,0,9,2,143,2,999,1,0,1,0.7580736900848902
28,4,0,6,0,1,0,0,4,2,1161,1,4,1,2,1,-1.2104864215324482
33,1,1,3,0,0,0,1,6,4,858,1,999,0,1,1,-0.6924442868963065
47,0,0,3,0,0,0,0,0,2,1025,1,999,0,1,1,0.7580736900848902
25,8,0,6,0,0,0,0,9,0,732,1,999,0,1,1,-1.5213117023141334
44,1,1,0,0,1,0,1,6,4,786,1,999,0,1,1,0.4472484093032052
53,0,1,3,0,0,0,0,3,3,964,1,999,1,0,1,1.3797242516482604
47,5,1,3,0,0,0,0,2,3,351,1,999,0,1,1,0.7580736900848902
39,0,2,3,0,1,0,0,3,3,514,5,999,0,1,1,-0.0707937253329365
43,2,1,5,0,1,0,0,6,0,311,1,999,1,0,1,0.3436399823759768
42,4,1,6,0,1,0,0,1,0,436,1,13,1,2,1,0.2400315554487485
34,1,1,2,0,1,0,0,3,0,913,4,999,0,1,1,-0.5888358599690782
53,1,1,2,0,0,1,0,4,2,578,2,999,0,1,1,1.3797242516482604
29,7,1,3,0,0,0,0,8,3,424,1,999,1,0,1,-1.10687799460522
44,1,1,0,0,1,1,1,2,1,119,1,999,0,1,1,0.4472484093032052
64,5,1,6,0,0,0,0,5,3,700,2,5,1,2,1,2.519416947847772
63,3,1,0,0,1,0,1,1,1,235,1,6,2,0,1,2.415808520920544
44,7,1,3,0,0,1,0,6,2,786,1,999,0,1,1,0.4472484093032052
51,9,1,5,0,0,1,0,2,1,267,2,999,0,1,1,1.1725073977938036
34,0,1,3,0,1,0,0,1,2,1503,1,999,0,1,1,-0.5888358599690782
28,4,0,6,0,1,0,0,9,4,358,3,6,1,2,1,-1.2104864215324482
29,0,1,3,0,1,0,0,4,3,379,2,13,1,2,1,-1.10687799460522
66,5,1,1,0,1,0,0,1,2,267,1,999,0,1,1,2.7266338017022287
37,10,1,6,0,1,0,0,8,2,249,2,999,1,0,1,-0.2780105791873932
30,9,0,6,0,1,0,0,1,2,979,3,999,0,1,1,-1.0032695676779917
45,0,2,6,0,0,0,0,6,1,507,1,999,0,1,1,0.5508568362304336
32,9,1,6,0,1,0,0,1,3,815,2,999,0,1,1,-0.7960527138235349
27,0,0,6,0,1,0,0,5,4,210,1,6,2,2,1,-1.3140948484596766
26,1,0,3,0,1,0,1,7,0,208,2,3,1,2,1,-1.417703275386905
